"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.14,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.1,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.06,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.03,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",0.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.22,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.06,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",3.43,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",3.43,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",4.02,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",5.31,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.24,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",2.57,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",1.14,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",3.39,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.14,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.09,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.05,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.02,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",0.07,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",3.52,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",3.25,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",3.31,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",3.52,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",5.28,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",3.92,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",2.48,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.92,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",3.22,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.23,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.16,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.08,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.09,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",0.14,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",5.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",5.41,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",4.12,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",5.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",5.17,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",6.92,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.68,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",3,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",2.58,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",4.31,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.22,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.18,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.08,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.03,,
